466,45:49.917N,12:35.817E,6.0,,Pasiano,
467,47:34.900N,12:38.767E,752.0,,Pass Str,
468,47:16.900N,15:30.833E,660.0,,Passail,
469,46:43.091N,13:38.357E,512.0,,Paternio,
470,46:42.167N,13:20.750E,928.0,,Paterzip,
471,46:31.316N,13:42.866E,1504.0,,PEC,
472,46:29.383N,14:47.616E,1684.0,,PECA,
473,46:31.083N,14:46.300E,1706.0,,Peca Zgo,
474,47:21.417N,15:20.583E,452.0,,Pernegg,
475,47:21.202N,15:20.738E,450.0,,Pernegg,
476,46:32.433N,14:46.433E,646.0,,Petzen T,
477,46:34.016N,14:21.950E,854.0,,Pfaffenw,
478,47:42.580N,15:19.507E,784.0,,Pfannham,
479,45:46.100N,13:4.500E,2.0,,Piancada,
480,47:4.510N,15:6.591E,444.0,,Piber Ch,
481,47:33.794N,15:38.367E,680.0,,Pichelwa,
482,47:23.128N,13:37.213E,772.0,,Pichl Pr,
483,46:13.250N,13:58.166E,728.0,,Piedicol,
484,47:23.217N,16:6.767E,404.0,,Pinkafel,
485,46:50.916N,14:17.150E,954.0,,Pisweg G,
486,46:28.983N,13:59.233E,1650.0,,Pl Dovsk,
487,47:5.433N,15:23.117E,746.0,,Plabutsc,
488,47:22.400N,13:43.467E,1810.0,,Planai S,
489,46:29.084N,14:57.885E,1700.0,,Plesivec,
490,46:36.233N,12:56.717E,1388.0,,Ploecken,
491,45:49.916N,12:35.583E,8.0,,PNPAS,
492,45:49.450N,12:41.116E,10.0,,PNPRA,
